Unique_ID,Voyage,CTD,Date,Year,Month,Day,Lat,Lon,Chl.c3,Chl.c2,Chl.c2_1,Chl.c1,Per,X19but,Fuco,Neox,Pra,Viol,X19hex,Ddx,Allo,Zea,Lut,ChlcMGDG.18,ChlcMGDG.14,Chl.b,DVChla,Tchla,Haptophytes,Pelagophytes,Cryptophytes,Dinoflagellates.A,Syn,Diatoms,Green
K_14344,Astro8,UWAY,20091025,2009,10,25,-61.602,147.044,0.01354,0.02942,0.02942,0,0.01873,0.0321,0.13999,0.00309,0.00153,0.00153,0.06965,0.05729,0.00302,0.00139,0,0,0,0.01419,0,0.326,0.055832492,0.01096425,0.011613033,0.019744967,0,0.220036745,0.007808513
K_14345,Astro8,UWAY,20091111,2009,11,11,-60.823,147.481,0.0239,0.04855,0.04912,0.00057,0.01169,0.02691,0.17189,0,0,0,0.05547,0.07531,0.00493,0.00177,0,0,0,0.01034,0,0.37031,0.019276533,0.006266645,0.002430153,0.019055517,0,0.309430928,0.013090985
K_14346,Astro8,UWAY,20091111,2009,11,11,-60.328,147.424,0.00796,0.01295,0.01295,0,0.00149,0.0132,0.04011,0,0.00146,0.00146,0.03906,0.02542,0.00146,0.00088,0,0,0,0.00478,0,0.11813,0.052018319,0.001809582,0.005593296,0.002380738,0,0.052107166,0.0042209
K_14347,Astro8,UWAY,20091112,2009,11,12,-59.985,147.663,0.02123,0.0344,0.0344,0,0.0042,0.03962,0.1278,0.00352,0.00208,0.00208,0.11466,0.09208,0.00661,0,0,0,0,0.01414,0,0.34585,0.269980174,0.032971737,0.002928475,0.005426677,0,0,0.034542938
K_14348,Astro8,UWAY,20091112,2009,11,12,-59.541,147.469,0.01101,0.01784,0.01852,0.00068,0.00448,0.01774,0.07931,0.00228,0,0,0.03475,0.03562,0.00314,0.00159,0,0,0,0.00583,0,0.18015,0.012125455,0.004172672,0.001554381,0.007335169,0,0.14668123,0.007412778
K_14349,Astro8,UWAY,20091112,2009,11,12,-58.417,147.45,0.03417,0.06295,0.06295,0,0.009,0.03208,0.25393,0,0.00327,0.00327,0.0728,0.13992,0.00559,0,0,0,0,0.00998,0,0.4897,0.086822611,0.020372322,0.019315896,0.006196311,0,0.347073373,0.009919487
K_14350,Astro8,UWAY,20091112,2009,11,12,-57.991,147.445,0.03149,0.06887,0.06887,0,0.02201,0.03018,0.28125,0,0.00119,0.00119,0.07187,0.18004,0.00677,0.00135,0,0,0,0.0075,0,0.55443,0.082780942,0.049274746,0.041017756,0.067163705,0,0.310030824,0.004162027
K_14351,Astro8,UWAY,20091112,2009,11,12,-55.998,147.701,0.02111,0.04399,0.04399,0,0.00608,0.0221,0.19941,0.00546,0,0,0.02846,0.10638,0.00831,0,0.00152,0,0,0.00641,0,0.36794,0.008299439,0.035619113,0.012655002,0.015964238,0,0.28728903,0.008113177
K_14352,Astro8,UWAY,20091112,2009,11,12,-55.674,147.431,0.00552,0.01177,0.01177,0,0.00409,0.00598,0.08725,0,0,0,0.02317,0.05312,0.0034,0,0,0,0,0.0031,0,0.17592,0.023614674,0.013544786,0.018680857,0.003392928,0,0.101976168,0.014710587
K_14353,Astro8,UWAY,20091113,2009,11,13,-55.328,147.394,0.00917,0.02013,0.02013,0,0,0.01141,0.0847,0.00323,0.0019,0.0019,0.0509,0.05775,0.00876,0,0,0,0,0.00378,0,0.19859,0.043403144,0.016242412,0.02925389,0,0,0.107407247,0.002283308
K_14354,Astro8,UWAY,20091113,2009,11,13,-54.914,147.387,0.0067,0.02094,0.02094,0,0.00583,0.01039,0.08934,0,0.00347,0.00347,0.03315,0.05399,0.00414,0,0.00076,0,0,0.00378,0,0.18039,0.027178565,0.014559197,0.013171597,0.010514684,0,0.112588948,0.002377011
K_14355,Astro8,UWAY,20091113,2009,11,13,-53.583,147.338,0.00794,0.01683,0.01683,0,0.0026,0.02704,0.04163,0.00251,0.0052,0.0052,0.08637,0.03516,0.00404,0.00368,0.00115,0,0,0.02684,0,0.19965,0.105917377,0.012102234,0.008972792,0.003953639,0.00914962,0.004541258,0.055013082
K_14356,Astro8,UWAY,20091113,2009,11,13,-51.961,147.264,0.00762,0.025,0.025,0,0.0059,0.03099,0.06966,0.00499,0.00524,0.00524,0.1182,0.04805,0.00511,0.00588,0,0,0,0.03599,0,0.28477,0.082242897,0.018969736,0.021566924,0.007634561,0.002392484,0.076408188,0.075555211
K_14357,Astro8,UWAY,20091113,2009,11,13,-51.698,147.643,0.00915,0.01294,0.01294,0,0.01611,0.01962,0.02748,0.00743,0.01126,0.01126,0.07891,0.02899,0.00444,0.02056,0.00254,0,0,0.02809,0,0.19849,0.085609479,0.005037692,0.008419255,0.011223029,0.002602763,0.054434008,0.031163774
K_14358,Astro8,UWAY,20091114,2009,11,14,-51.385,148.01,0.01566,0.01946,0.01946,0,0.02022,0.02408,0.03041,0.01683,0.01457,0.01457,0.13136,0.03543,0.00181,0.03346,0.00267,0,0,0.05162,0,0.28381,0.142039495,0.00604816,0.003354462,0.014034257,0.003872992,0.054174252,0.060286383
K_14359,Astro8,UWAY,20091114,2009,11,14,-51.187,148.177,0.0171,0.01765,0.01765,0,0.01464,0.02449,0.03227,0.01181,0.01617,0.01617,0.11772,0.03438,0.00261,0.02677,0.00207,0,0,0.057,0,0.29371,0.13848332,0.006725596,0.005404243,0.011037424,0.000153451,0.065626325,0.066279641
K_14360,Astro8,UWAY,20091114,2009,11,14,-47.884,150.288,0.01249,0.01595,0.01635,4.00E-04,0.00588,0.02104,0.02695,0.01621,0.01717,0.01717,0.09189,0.02229,0.00485,0.02922,0.00112,0,0,0.04939,0,0.22658,0.100488647,0.005419307,0.009272271,0.004122533,0.001710879,0.051035993,0.05453037
K_14361,Astro8,UWAY,20091114,2009,11,14,-47.557,150.577,0.00986,0.01248,0.01248,0,0.00351,0.01441,0.02068,0.01973,0.02534,0.02534,0.07207,0.01846,0.00866,0.02365,0.00139,0,0,0.07137,0,0.25447,0.134630566,0,0.004469493,0.006373557,0.008504146,0.052968573,0.047523665
K_14362,Astro8,UWAY,20091115,2009,11,15,-47.134,150.89,0.03042,0.0323,0.0323,0,0.0144,0.04886,0.06136,0.01472,0.02313,0.02313,0.2152,0.05978,0.0102,0.04237,0.00221,0,0,0.08847,0,0.51969,0.247217111,0.013185304,0.020554823,0.010604402,0.001656907,0.120715026,0.105756427
K_14363,Astro8,UWAY,20091115,2009,11,15,-46.855,150.873,0.01846,0.02393,0.02393,0,0.0104,0.03606,0.04462,0.02154,0.02694,0.02694,0.144,0.03756,0.01174,0.04517,0.00296,0,0,0.07722,0,0.40569,0.173919174,0.010261984,0.024932121,0.00804958,0.00297924,0.093069642,0.092478259
K_14364,Astro8,UWAY,20091115,2009,11,15,-45.662,149.678,0.02339,0.03178,0.03178,0,0.00543,0.04844,0.06379,0.03912,0.04041,0.04041,0.1884,0.04689,0.01707,0.0916,0.00306,0,0,0.11674,0,0.5847,0.08471068,0.000604671,0.008237734,0.009170246,0.083045302,0.101791388,0.297139977
K_14365,Astro8,UWAY,20091115,2009,11,15,-44.034,148.211,0.04549,0.06855,0.06855,0,0.00983,0.02939,0.25681,0.01851,0.0315,0.0315,0.22693,0.09241,0.00408,0.00968,0,0,0,0.0908,0,0.77776,0.536912204,0.005197906,0.0018293,0.007324954,0,0.170798421,0.055697214
K_14366,Astro8,UWAY,20091115,2009,11,15,-43.752,147.978,0.01413,0.01585,0.01585,0,0.00244,0.02377,0.03395,0.01033,0.01172,0.01172,0.07432,0.0231,0.00581,0.0108,0,0,0,0.03247,0,0.21743,0.036080926,0.004802279,0.003025639,0.004500739,0.010159805,0.043810866,0.115049746
K_14367,Astro8,UWAY,20100219,2010,2,19,-44.018,147.261,0.00486,0.00887,0.00887,0,0.0079,0.0099,0.01919,0.00134,0.00109,0.00109,0.03275,0.01815,0.00635,0.08187,0.00139,0,0,0.02512,0,0.14774,0.05427867,0.001423297,0.00404147,0.005194274,0.043735973,0.022833414,0.016232902
K_14368,Astro8,UWAY,20100219,2010,2,19,-45.788,146.912,0.14267,0.13827,0.13827,0,0.09281,0.2405,0.09932,0.02462,0.00507,0.00507,0.93421,0.12967,0.00943,0.03961,0.00516,0,0,0.21553,0,1.62893,0.702721187,0.216764456,0.005303711,0.073673284,0.132052583,0.016262235,0.482152544
K_14369,Astro8,UWAY,20100219,2010,2,19,-46.164,146.787,0.06787,0.08353,0.08353,0,0.07808,0.1515,0.05681,0.03838,0.01035,0.01035,0.7462,0.15228,0.00729,0.05952,0.00467,0,0,0.15975,0,1.09841,0.462653663,0.070471836,0.003456933,0.05254861,0.198728307,0.014598882,0.29595177
K_14370,Astro8,UWAY,20100220,2010,2,20,-46.519,146.523,0.03942,0.05216,0.05216,0,0.06619,0.08193,0.03138,0.03956,0.00955,0.00955,0.27623,0.07533,0.00443,0.05853,0.0041,0,0,0.13102,0,0.67695,0.228235779,0.025604748,0.033170822,0.212275353,0.050863913,0.022573481,0.104225905
K_14371,Astro8,UWAY,20100220,2010,2,20,-46.82,146.524,0.05811,0.0783,0.0783,0,0.08483,0.20938,0.07365,0.03065,0.0179,0.0179,0.63917,0.12791,0.01247,0.04647,0.00474,0,0,0.16747,0,1.28897,0.492868595,0.224028372,0.00693295,0.066759246,0.1576314,0,0.340749436
K_14372,Astro8,UWAY,20100220,2010,2,20,-48.387,146.152,0.04679,0.06963,0.06963,0,0.06061,0.1238,0.06778,0.02277,0.00778,0.00778,0.82537,0.14,0.00595,0.02846,0.00908,0,0,0.15001,0,1.04426,0.796794404,0,0.002831277,0.04362013,0.002122245,0.117093777,0.081798166
K_14373,Astro8,UWAY,20100220,2010,2,20,-49.751,145.625,0.02311,0.03129,0.03129,0,0.01882,0.05949,0.03596,0.00583,0.00863,0.00863,0.25246,0.0505,0.00304,0.00759,0.00852,0,0,0.06317,0,0.40378,0.213424049,0.001965063,0.017227222,0.015101625,0,0.022551179,0.133510862
K_14374,Astro8,UWAY,20100220,2010,2,20,-50.289,145.649,0.00681,0.01038,0.01061,0.00023,0.00539,0.01875,0.01274,0.00679,0.0019,0.0019,0.08711,0.02269,0,0.00288,0.00357,0,0,0.01885,0,0.12692,0.065690956,0.007357925,0,0.016928888,0.008222243,0.003037305,0.025682684
K_14375,Astro8,UWAY,20100220,2010,2,20,-50.601,145.706,0.01581,0.02319,0.02319,0,0.01166,0.03309,0.0237,0.01034,0.00113,0.00113,0.16943,0.04547,0,0.00549,0.00481,0,0,0.04095,0,0.25472,0.132377417,0.009491673,0,0.037992246,0.016292413,0.006672303,0.051893946
K_14376,Astro8,UWAY,20100221,2010,2,21,-50.941,145.805,0.03437,0.04481,0.04481,0,0.01834,0.06123,0.03833,0.02675,0.00675,0.00675,0.29188,0.05677,0.00315,0.01336,0.01056,0,0,0.10459,0,0.4547,0.270044583,0,0.022662114,0.016574032,0.007261624,0.027510472,0.110647175
K_14377,Astro8,UWAY,20100221,2010,2,21,-51.291,145.787,0.03065,0.04035,0.04119,0.00084,0.01921,0.07697,0.0593,0.03244,0.00868,0.00868,0.31825,0.05674,0.00543,0.00928,0.01486,0,0,0.10758,0,0.48693,0.267658681,0.006034809,0.031353947,0.015329558,0.001140339,0.037392558,0.128020109
K_14378,Astro8,UWAY,20100221,2010,2,21,-52.551,145.762,0.00531,0.00903,0.00903,0,0.00338,0.01538,0.02675,0,0.00199,0.00199,0.05626,0.01852,0.00145,0.00153,0.00062,0,0,0.01195,0,0.10183,0.073000693,0.011308316,0.001267911,0.00888466,0.001115184,0,0.006253237
K_14379,Astro8,UWAY,20100221,2010,2,21,-54.222,145.065,0.00353,0.00512,0.00512,0,0,0.00619,0.00898,0,0,0,0.05903,0.01497,0.00405,0.00144,0.00073,0,0,0.00185,0,0.07538,0.041641979,0.009387092,0.014691702,0,0.00107119,0.002886596,0.00570144
K_14380,Astro8,UWAY,20100221,2010,2,21,-54.568,144.962,0.0084,0.01902,0.01902,0,0.0026,0.01128,0.05083,0,0.00162,0.00162,0.12187,0.0317,0.00335,0.00155,0,0,0,0.00506,0,0.20053,0.107754161,0.014742783,0.011613815,0.005067813,0.00596818,0.052314745,0.003068503
K_14381,Astro8,UWAY,20100222,2010,2,22,-54.904,144.86,0.01347,0.03649,0.03649,0,0.00486,0.02327,0.05212,0,0.00176,0.00176,0.16986,0.04586,0.00346,0.00116,0,0,0,0.00568,0,0.26443,0.152465065,0.033078088,0.012223377,0.009636769,0.004840083,0.038797463,0.013389155
K_14382,Astro8,UWAY,20100222,2010,2,22,-55.297,144.715,0.0061,0.0266,0.0266,0,0.00256,0.02992,0.07402,0,0,0,0.19092,0.05282,0.00282,0,0,0,0,0.00549,0,0.27256,0.146013934,0.050220255,0.010529041,0.001582087,0,0.045723512,0.01849117
K_14383,Astro8,UWAY,20100222,2010,2,22,-56.726,144.147,0.01462,0.02509,0.02509,0,0.0069,0.01637,0.04807,0,0,0,0.1262,0.02841,0.00355,0,0,0,0,0.00666,0,0.25009,0.179270332,0,0.019268076,0.005004073,0,0.019588475,0.026959044
K_14384,Astro8,UWAY,20100222,2010,2,22,-58.666,143.427,0.03321,0.05845,0.05845,0,0.01209,0.05114,0.18917,0,0,0,0.24388,0.07763,0,0.0034,0,0,0,0.00676,0,0.58234,0.207068768,0.089779175,0,0.009560535,0,0.238540003,0.018327668
K_14385,Astro8,UWAY,20100222,2010,2,22,-59.021,143.289,0.01761,0.02687,0.02687,0,0.00572,0.01955,0.051,0,0.0013,0.0013,0.10223,0.04051,0.00156,0.00205,0,0,0,0.00273,0,0.21617,0.121725672,0,0.005935249,0.009029469,0,0.071196864,0.002603536
K_14386,Astro8,UWAY,20100223,2010,2,23,-59.445,143.125,0.03332,0.05618,0.05618,0,0.01813,0.06946,0.09544,0,0,0,0.27543,0.05702,0.00198,0.00229,0,0,0,0.00602,0,0.47165,0.162185469,0.027967582,0.001422902,0.068736917,0,0.195864271,0.005247622
K_14387,Astro8,UWAY,20100223,2010,2,23,-59.726,143.016,0.02937,0.05162,0.05162,0,0.00775,0.05171,0.08719,0,0,0,0.22557,0.04444,0.00234,0,0,0,0,0.00323,0,0.38137,0.134811065,0.019868877,0.001699296,0.030175064,0,0.191708673,0.00286819
K_14388,Astro8,UWAY,20100223,2010,2,23,-61.28,142.316,0.01478,0.03593,0.03593,0,0.03431,0.03069,0.1803,0,0,0,0.09487,0.09671,0.00354,0.00112,0,0,0,0.00417,0,0.35011,0.032865446,0.006699498,0.001739197,0.05574576,0,0.247195724,0.005261243
K_14389,Astro8,UWAY,20100223,2010,2,23,-63.062,141.498,0.06223,0.14526,0.14526,0,0.04754,0.06405,0.41419,0,0,0,0.07866,0.13222,0.00874,0.00249,0,0,0,0.0059,0,0.74102,0.373304543,0,0.00423239,0.03449611,0,0.324257904,0.004729053
K_14390,Astro8,UWAY,20100223,2010,2,23,-63.523,141.321,0.04874,0.13232,0.13232,0,0.04915,0.03645,0.49269,0,0,0,0.09628,0.15004,0.00662,0.00291,0,0,0,0.00399,0,0.77686,0.301489449,0,0.003553453,0.0387091,0,0.429518977,0.003589022
K_14391,Astro8,UWAY,20100224,2010,2,24,-63.889,141.177,0.06466,0.16272,0.17238,0.00966,0.09723,0.09264,0.61876,0,0,0,0.13796,0.23892,0.01063,0.00376,0,0,0,0.00675,0,1.03737,0.523296856,0,0.004686531,0.065335205,0,0.439040071,0.005011337
K_14392,Astro8,UWAY,20100224,2010,2,24,-64.254,141.03,0.01122,0.03069,0.03189,0.0012,0.01575,0.01784,0.13812,0,0,0,0.02527,0.05309,0.00161,0.0011,0,0,0,0.00132,0,0.22851,0.034370592,0.024488156,0.010755377,0.052414033,0,0.10539723,0.001084612
K_14393,Astro8,UWAY,20100224,2010,2,24,-64.36,140.991,0.03998,0.09729,0.09729,0,0.0503,0.06839,0.49926,0,0.00503,0.00503,0.09259,0.19508,0.00533,0,0,0,0,0.01086,0,0.82277,0.079142334,0.125787605,0.002858842,0.033970333,0,0.574614535,0.006396351
K_14394,Astro8,UWAY,20100224,2010,2,24,-64.982,140.571,0.01968,0.03641,0.03641,0,0.0079,0.01921,0.12698,0,0,0,0.11751,0.05994,0.01008,0.002,0,0,0,0.01074,0,0.3199,0.151231215,0.009272971,0.065297317,0.005521457,0,0.080431009,0.00814603
K_14395,Astro8,UWAY,20100224,2010,2,24,-65.6,139.989,0.03028,0.0512,0.0512,0,0.00237,0.039,0.1833,0.00526,0.008,0.008,0.19782,0.08558,0.01536,0.00481,0.00182,0,0,0.02092,0,0.45111,0.188610685,0.008270553,0.032747977,0.001865865,0,0.206808938,0.012805983
K_14396,Astro8,UWAY,20100228,2010,2,28,-65.197,139.813,0.01368,0.02355,0.02355,0,0.00222,0.01568,0.07749,0,0.00227,0.00227,0.11885,0.05173,0.01012,0,0,0,0,0.00949,0,0.24604,0.109050341,0.027686163,0.005848256,0.001608588,0,0.062741012,0.03910564
K_14397,Astro8,UWAY,20100228,2010,2,28,-63.583,140.596,0.04045,0.0985,0.10016,0.00166,0.03909,0.04402,0.4503,0,0.00216,0.00216,0.09663,0.15246,0.00281,0.00263,0,0,0,0.00371,0,0.70674,0.102131378,0.070343335,0.014117716,0.026358503,0,0.491585435,0.002203633
K_14398,Astro8,UWAY,20100228,2010,2,28,-63.302,140.721,0.02132,0.04542,0.04542,0,0.02511,0.03079,0.20903,0,0.0016,0.0016,0.04781,0.08391,0.00274,0,0,0,0,0.00112,0,0.34325,0.039833348,0.05500424,0.001431536,0.016533253,0,0.2297042,0.000743423
K_14399,Astro8,UWAY,20100301,2010,3,1,-62.88,140.534,0.07254,0.16951,0.17154,0.00203,0.08745,0.1189,0.68031,0,0,0,0.1491,0.23836,0.00254,0.00477,0,0,0,0.01012,0,1.24122,0.05182938,0.050887713,0.001263781,0.063234312,0,1.065233416,0.008771398
K_14400,Astro8,UWAY,20100301,2010,3,1,-62.404,141.019,0.01607,0.04212,0.04238,0.00026,0.01994,0.01737,0.17297,0,0,0,0.04585,0.06235,0.0019,0.00133,0,0,0,0.00254,0,0.30837,0.015897466,0.003900709,0.000934281,0.032426146,0,0.251159792,0.003207585
K_14401,Astro8,UWAY,20100301,2010,3,1,-61.339,141.484,0.00548,0.01262,0.01262,0,0.00553,0.0096,0.05167,0,0,0,0.05277,0.02587,0.00156,0.00098,0,0,0,0.00115,0,0.1132,0.031644377,0.015540964,0.008062409,0.008661596,0,0.042224463,0.003643905
K_14402,Astro8,UWAY,20100301,2010,3,1,-58.852,142.491,0.00977,0.01682,0.01682,0,0.00178,0.00658,0.05482,0,0.00166,0.00166,0.10494,0.02486,0.00267,0.00213,0,0,0,0.00312,0,0.16944,0.090687621,0,0.0078914,0.002248382,0,0.063274993,0.002528791
K_14403,Astro8,UWAY,20100301,2010,3,1,-58.441,142.65,0.00154,0.00511,0.00511,0,0.00119,0.00297,0.02289,0,0,0,0.02411,0.008,0.00215,0.00066,0,0,0,0.00051,0,0.05616,0.01439715,0.004660506,0.011758912,0.001837918,0,0.019478817,0.001591601
K_14404,Astro8,UWAY,20100302,2010,3,2,-58.113,142.804,0.04427,0.0881,0.08857,0.00047,0.01395,0.03831,0.34673,0,0,0,0.19975,0.07546,0.00183,0.00363,0,0,0,0.00578,0,0.78139,0.530841124,0,0.012628706,0.010196231,0,0.193794548,0.016306319
K_14405,Astro8,UWAY,20100302,2010,3,2,-57.726,142.939,0.0217,0.0407,0.0407,0,0.01075,0.02883,0.16344,0,0,0,0.1531,0.0555,0.00307,0.00152,0.00055,0,0,0.00514,0,0.38486,0.173177404,0.046684945,0.001499367,0.007822829,0,0.143645518,0.011325332
K_14406,Astro8,UWAY,20100302,2010,3,2,-56.19,143.572,0.01642,0.02969,0.03036,0.00067,0.00643,0.0345,0.10059,0,0.00161,0.00161,0.17197,0.03871,0.00469,0.00221,0.0015,0,0,0.00633,0,0.32225,0.066892833,0.006247392,0.029875443,0.017554383,0,0.190662094,0.007748624
K_14407,Astro8,UWAY,20100302,2010,3,2,-54.145,144.315,0.01247,0.01801,0.01801,0,0.00138,0.01214,0.03919,0.00347,0.00111,0.00111,0.15729,0.03474,0.00159,0.00181,0.00095,0,0,0.00386,0,0.20049,0.181649849,0,0.003347815,0.001995017,0.004797603,0.005463274,0.003236442
K_14408,Astro8,UWAY,20100302,2010,3,2,-53.783,144.418,0.0151,0.02214,0.02214,0,0.00271,0.02051,0.07681,0.0025,0,0,0.17969,0.05036,0.00296,0.00247,0.00114,0,0,0.00658,0,0.27001,0.160405302,0,0.00122265,0.002246957,0.001927637,0.100819722,0.003387762
K_14409,Astro8,UWAY,20100303,2010,3,3,-53.387,144.527,0.00274,0.00428,0.00428,0,0.00327,0.00706,0.01079,0,0.00069,0.00069,0.02589,0.0081,0.00108,0.00042,0,0,0,0.00142,0,0.0508,0.021949279,0.010134527,0.003564926,0.006112197,0.001465094,0.006720209,0.000853767
K_14410,Astro8,UWAY,20100303,2010,3,3,-52.978,144.692,0.01684,0.03014,0.03014,0,0.01246,0.03805,0.0664,0.00383,0.00639,0.00639,0.15133,0.06596,0.00193,0.00479,0.00113,0,0,0.01599,0,0.26185,0.180260887,0.014459925,0.00412297,0.018392029,0.012761387,0.018195556,0.013657247
K_14411,Astro8,UWAY,20100303,2010,3,3,-51.386,145.24,0.02107,0.03715,0.03715,0,0.00508,0.03436,0.14135,0.00619,0.00294,0.00294,0.18616,0.06107,0.00278,0.00352,0.00153,0,0,0.02032,0,0.39573,0.141059879,0,0.013989314,0.014005535,0.001688191,0.168558251,0.056428829
K_14412,Astro8,UWAY,20100303,2010,3,3,-49.615,145.847,0.04716,0.06102,0.06151,0.00049,0.0387,0.11438,0.07203,0.02347,0.00677,0.00677,0.58372,0.08362,0.0067,0.00829,0.00662,0,0,0.09066,0,0.78252,0.550227078,0.01509663,0.003032908,0.026532734,0,0.114836525,0.072794126
K_14413,Astro8,UWAY,20100303,2010,3,3,-49.121,145.99,0.0421,0.05769,0.05769,0,0.07227,0.08973,0.14442,0.02155,0.01773,0.01773,0.45821,0.13608,0.00492,0.02073,0.00735,0,0,0.13129,0,0.88263,0.264494715,0.005845638,0.002368759,0.122433252,0.003893794,0.263148168,0.220445673
K_14414,Astro8,UWAY,20100304,2010,3,4,-48.372,146.168,0.0254,0.03404,0.03404,0,0.02495,0.06881,0.03605,0.01454,0.00322,0.00322,0.35925,0.0799,0.0046,0.01552,0.0088,0,0,0.07965,0,0.50946,0.370048816,0.00770828,0.002246006,0.018386159,0.003280413,0.057450992,0.050339334
K_14415,Astro8,UWAY,20100304,2010,3,4,-47.259,146.481,0.00944,0.01459,0.01459,0,0.02111,0.03106,0.0166,0.0174,0.00786,0.00786,0.09886,0.02504,0.00481,0.04446,0.00116,0,0,0.05342,0,0.28569,0.116337877,0.008712684,0.009949665,0.015918893,0.012814766,0.014101677,0.107854438
K_14416,Astro8,UWAY,20100304,2010,3,4,-45.275,146.996,0.02798,0.03918,0.03918,0,0.03612,0.06869,0.04917,0.04348,0.02961,0.02961,0.21284,0.03873,0.03546,0.05195,0.00514,0,0,0.16326,0,0.82777,0.096915713,0.013690872,0.017330504,0.062042353,0.048162906,0.027833803,0.561793849
K_14417,Astro8,UWAY,20100304,2010,3,4,-44.473,147.244,0.03921,0.04609,0.04609,0,0.02775,0.08467,0.05727,0.00595,0.0034,0.0034,0.2605,0.06941,0.01666,0.04591,0.00287,0,0,0.07973,0,0.6139,0.189350494,0.024960899,0.102467684,0.078663634,0.056279765,0.052707894,0.10946963
K_14418,Astro9,UWAY,20100305,2010,3,5,-44.137,147.306,0.01889,0.02242,0.02242,0,0.01131,0.03552,0.06869,0.01221,0.0257,0.0257,0.06902,0.03933,0.02651,0.04068,0.00489,0,0,0.13146,0,0.57646,0.030721248,0.016527859,0.012689016,0.01897876,0.037344852,0.058181574,0.402016691
K_14419,Astro9,UWAY,20101031,2010,10,31,-63.452,142.69,0.0514,0.09293,0.09293,0,0.00763,0.02738,0.43386,0,0,0,0.12078,0.20994,0.01975,0,0,0,0,0.02521,0,1.16211,0.351771502,0.016383259,0.060065634,0.028788991,0,0.682716191,0.022384423
K_14420,Astro9,UWAY,20101031,2010,10,31,-63.321,142.723,0.07495,0.16354,0.16524,0.0017,0.05807,0.08415,0.83879,0.00679,0.00836,0.00836,0.18691,0.30542,0.01071,0.00592,0,0,0,0.03323,0,1.75797,0.461408103,0,0.026270052,0.040543894,0,1.210366194,0.019381757
K_14421,Astro9,UWAY,20101031,2010,10,31,-62.134,143.218,0.04199,0.08067,0.08067,0,0.03137,0.04266,0.47188,0,0,0,0.14304,0.1582,0.00873,0.00641,0,0,0,0.02158,0,0.93564,0.051061311,0.070658528,0.059917493,0.02618675,0,0.684849233,0.017632807
K_14422,Astro9,UWAY,20101101,2010,11,1,-61.688,143.329,0.05102,0.07668,0.07668,0,0.04643,0.04278,0.49343,0.00919,0.00366,0.00366,0.14606,0.16281,0.00793,0.00288,0,0,0,0.02452,0,0.94691,0.05025918,0.073650246,0.051638853,0.033058539,0,0.627793545,0.098248469
K_14423,Astro9,UWAY,20101101,2010,11,1,-61.138,143.505,0.0444,0.08309,0.08309,0,0.01791,0.04792,0.5146,0,0,0,0.09721,0.19432,0.00438,0,0,0,0,0.02591,0,0.91892,0.032307041,0.075065323,0.019104963,0.050029902,0,0.673243926,0.069168845
K_14424,Astro9,UWAY,20101101,2010,11,1,-60.678,143.658,0.03155,0.06427,0.06427,0,0.03047,0.0373,0.40202,0,0,0,0.08476,0.15223,0.00419,0.00285,0,0,0,0.02055,0,0.73419,0.244476708,0.009463502,0.02791308,0.022073652,0,0.361745451,0.057287944
K_14425,Astro9,UWAY,20101101,2010,11,1,-59.703,143.868,0.01907,0.02688,0.02688,0,0.00291,0.00603,0.04621,0,0.00336,0.00336,0.07253,0.05404,0.00503,0.00264,0.00234,0,0,0.02735,0,0.39351,0.0434816,0.000555968,0.059376612,0.013952464,0,0.150366973,0.125776383
K_14426,Astro9,UWAY,20101101,2010,11,1,-59.444,143.926,0.02239,0.03319,0.03319,0,0.01227,0.0233,0.06754,0.00365,0.00722,0.00722,0.09568,0.0417,0.00325,0,0.00251,0,0,0.02827,0,0.42821,0.09494732,0.041578987,0.007288049,0.053671213,0,0.093712265,0.137012166
K_14427,Astro9,UWAY,20101102,2010,11,2,-58.998,144.03,0.01393,0.02062,0.02062,0,0.00541,0.03178,0.1244,0.01419,0.00844,0.00844,0.11264,0.06534,0.00617,0,0,0,0,0.02431,0,0.35396,0.281399998,0.02336614,0.00290539,0.007480552,0,0.008594296,0.030213623
K_14428,Astro9,UWAY,20101102,2010,11,2,-58.507,144.199,0.01339,0.02087,0.02087,0,0.00474,0.01924,0.09179,0,0.00159,0.00159,0.06872,0.05369,0.00218,0,0,0,0,0.01438,0,0.26801,0.087775048,0.007448476,0.008271944,0.003503375,0,0.120797907,0.040213249
K_14429,Astro9,UWAY,20101102,2010,11,2,-57.912,144.371,0.02641,0.03713,0.03713,0,0.01216,0.04733,0.16304,0,0.0047,0.0047,0.13332,0.09321,0.00791,0.00255,0,0,0,0.02754,0,0.46252,0.149197895,0.073459413,0.046356283,0.035764089,0,0.129042653,0.028699667
K_14430,Astro9,UWAY,20101102,2010,11,2,-56.769,144.62,0.00584,0.01195,0.01195,0,0.00174,0.01353,0.049,0.00209,0.00228,0.00228,0.0502,0.03182,0.00105,0.0014,0,0,0,0.01146,0,0.15919,0.042989734,0.00421635,0.004463637,0.001962068,0,0.081606925,0.022010387
K_14431,Astro9,UWAY,20101102,2010,11,2,-56.5,144.689,0.01637,0.02446,0.02446,0,0.00136,0.02946,0.09393,0.00669,0.00506,0.00506,0.09001,0.0614,0.00685,0.00271,0.00172,0,0,0.02297,0,0.278,0.069649451,0.042139576,0.011368531,0.004530011,0,0.131276893,0.017700355
